id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C00685,Naciri,Amine,amine.naciri696@yahoo.fr,1951-01-02,1,Casa,0689643778,Jun 07 2022,direct
C00686,Benali,Leila,leila.benali122@yahoo.fr,1935-01-02,female,Eljadida,0698384904,02/07/2020,influencer
C00687,Chraibi,Nadia,nadia.chraibi669@menara.ma,2001-01-01,female,nador,0613090599,16/04/2023,referral
C00688,Drissi,Nadia,nadia.drissi814@outlook.com,1929-01-01,Femme,tetouan,0623346779,2021-10-28,influencer
C00689,Alami,Amine,amine.alami404@outlook.com,1944-01-02,male,kénitra,0682340910,Jan 01 2024,direct
C00690,Gharbi,Adil,adil.gharbi989@gmail.com,1988-01-02,m,MEKNES,0626514861,2020-03-21,social_media
C00691,Tazi,Ahmed,ahmed.tazi263@gmail.com,1973-01-01,Homme,RABAT,0698336655,2020-01-01,organic
C00692,Tazi,Rim,rim.tazi456@yahoo.fr,1945-01-01,F,kénitra,0638164181,2023-11-09,influencer
C00693,Benali,Omar,omar.benali193@yahoo.fr,1994-01-02,h,Fès,0647231423,20/09/2020,paid_search
C00694,Idrissi,Mehdi,mehdi.idrissi267@menara.ma,1953-01-01,m,NADOR,0629225877,2023-01-02,direct
C00695,Chraibi,Rim,rim.chraibi198@hotmail.com,1946-01-02,0,oujda,0652461165,01/06/2024,organic
C00696,Idrissi,Ahmed,ahmed.idrissi128@outlook.com,2003-01-02,Homme,AGADIR,0646675397,Oct 26 2020,social_media
C00697,Drissi,Fatima,fatima.drissi387@yahoo.fr,1996-01-02,F,BENI MELLAL,0689031028,2022-09-29,email
C00698,Idrissi,Meryem,meryem.idrissi623@gmail.com,1962-01-02,Femme,Eljadida,0681361168,03/02/2023,influencer
C00699,Ziani,Zineb,fatima.rachidi603@gmail.com,1927-01-02,0,Oujda ,0645885781,Apr 18 2020,direct
C00700,Hajji,Hajar,hajar.hajji695@outlook.com,1955-01-02,female,KENITRA,0647020332,26/05/2022,direct
C00701,Chraibi,Hassan,hassan.chraibi879@gmail.com,1971-01-02,m,CASA,0622567290,04/12/2020,organic
C00702,Rachidi,Meryem,meryem.rachidi828@gmail.com,1946-01-02,female,Meknès,0681458772,2023-11-30,organic
C00703,Alami,Ayoub,ayoub.alami732@menara.ma,1980-01-02,h,tanger ,0670217057,11/12/2020,influencer
C00704,Chaoui,Youssef,youssef.chaoui376@yahoo.fr,1957-01-01,male,RABAT,0625197944,Nov 23 2021,social_media
C00705,Jamai,Hassan,invalide_sans_arobase,1939-01-02,male,ERRACHIDIA,0696298460,Nov 21 2022,organic
C00706,Bensaid,Yasmine,yasmine.bensaid869@menara.ma,1969-01-01,Femme,casablanca,0656938851,2024-01-19,email
C00707,Naciri,Ahmed,ahmed.naciri504@yahoo.fr,1992-01-02,male,ERRACHIDIA,0610927505,14/11/2020,email
C00708,Moussaoui,Rachid,rachid.moussaoui384@hotmail.com,1943-01-02,Homme,Meknès,0668969458,2020-11-27,direct
C00709,Lahlou,Fatima,fatima.lahlou905@yahoo.fr,1994-01-02,female,BENI MELLAL,0614242158,24/11/2020,paid_search
C00710,Naciri,Aisha,aisha.naciri501@outlook.com,1995-01-02,female,kénitra,0662190363,2020-09-26,organic
C00711,El Mansouri,Youssef,hassan.chraibi879@gmail.com,1925-01-01,Homme,Tétouan,0611077619,08/06/2022,email
C00712,Naciri,Aisha,aisha.naciri254@outlook.com,1980-01-02,f,SAFI,0643199341,Sep 26 2023,social_media
C00713,Drissi,Hajar,hajar.drissi718@outlook.com,1936-01-02,0,CASA,0663859314,2020-03-19,social_media
C00714,Alami,Amine,amine.alami632@yahoo.fr,1959-01-02,h,Beni Mellal,0641061693,2021-03-30,paid_search
C00715,Naciri,Mehdi,mehdi.naciri660@gmail.com,1976-01-02,Homme,Fès,0616382911,2021-01-07,organic
C00716,Jamai,Leila,leila.jamai484@hotmail.com,1988-01-02,female,AGADIR,0650850064,2020-08-16,organic
C00717,Lahlou,Karim,karim.lahlou760@hotmail.com,1934-01-02,Homme,NADOR,0638190192,2023-04-11,organic
C00718,Bensaid,Samir,samir.bensaid124@gmail.com,1928-01-02,1,BENI MELLAL,0623238889,Jun 02 2020,referral
C00719,Rachidi,Nadia,nadia.rachidi780@yahoo.fr,1995-01-02,female,kénitra,0643893399,Apr 04 2024,referral
C00720,Lahlou,Yasmine,yasmine.lahlou460@gmail.com,1958-01-02,F,el jadida,0632405653,2023-05-12,social_media
C00721,Ziani,Fatima,fatima.ziani63@yahoo.fr,1924-01-02,F,CASA,0668753131,17/03/2024,referral
C00722,Bensaid,Houda,houda.bensaid279@yahoo.fr,1984-01-02,f,ERRACHIDIA,0677621275,20/12/2023,email
C00723,Hajji,Imane,imane.hajji304@hotmail.com,2006-01-02,0,marrakech,0695847718,Oct 30 2020,email
C00724,Benali,Hassan,hassan.benali658@yahoo.fr,1997-01-01,m,NADOR,0653561957,Jun 19 2020,referral
C00725,El Mansouri,Hajar,hajar.el mansouri419@outlook.com,1931-01-02,Femme,Fès,0633721002,Jun 08 2021,referral
C00726,Moussaoui,Nabil,nabil.moussaoui969@hotmail.com,1941-01-01,1,Fès,0646076853,21/02/2021,influencer
C00727,Ouali,Sara,sara.ouali238@menara.ma,2000-01-02,0,meknes,0633637158,21/01/2021,direct
C00728,Jamai,Samir,samir.jamai22@hotmail.com,1961-01-01,h,CASA,0619670211,2022-05-23,direct
C00729,Senhaji,Aisha,aisha.senhaji141@gmail.com,2009-01-01,f,Eljadida,0615870689,2020-09-27,organic
C00730,Chraibi,Sara,sara.chraibi615gmail.com,1942-01-02,f,FES,0674481609,04/04/2024,paid_search
C00731,Karimi,Hassan,hassan.karimi491@yahoo.fr,1977-01-01,h,tanger,0623799637,2023-01-20,referral
C00732,Alami,Sara,houda.ziani424@yahoo.fr,1966-01-02,0,ERRACHIDIA,0625087236,2022-10-04,organic
C00733,Jamai,Ahmed,ahmed.jamai366@gmail.com,2001-01-01,m,rabat,0667529530,2022-12-22,social_media
C00734,Filali,Sara,sara.filali704@hotmail.com,1998-01-02,female,NADOR,0645621515,27/12/2023,influencer
C00735,El Mansouri,Hicham,hicham.el mansouri797@yahoo.fr,1950-01-02,m,TETOUAN,0647376435,2020-10-23,social_media
C00736,Moussaoui,Adil,adil.moussaoui362@hotmail.com,1959-01-02,h,Rbat,0643005229,23/02/2022,paid_search
C00737,Tazi,Meryem,meryem.tazi842@yahoo.fr,1958-01-02,F,Eljadida,0639438509,2023-12-10,email
C00738,Alami,Omar,omar.alami372@outlook.com,1997-01-01,m,agadir,0649553600,2022-07-31,influencer
C00739,Gharbi,Leila,leila.gharbi848@yahoo.fr,1922-01-02,female,beni mellal,0667003442,2022-01-31,organic
C00740,Bensaid,Rachid,rachid.bensaid892@yahoo.fr,2001-01-01,1,tanger ,0665900995,02/11/2020,paid_search
C00741,Senhaji,Nabil,nabil.senhaji716@hotmail.com,1955-01-02,m,CASA,0618053170,2023-08-08,influencer
C00742,Fassi,Mehdi,mehdi.fassi12@menara.ma,1953-01-01,h,ERRACHIDIA,0640509683,May 17 2022,email
C00743,Moussaoui,Mehdi,mehdi.moussaoui974@yahoo.fr,2004-01-02,1,Rbat,0685067208,May 24 2023,influencer
C00744,Karimi,Zineb,zineb.karimi669@menara.ma,1964-01-02,0,marrakech,0624012339,2020-06-08,influencer
C00745,Hajji,Fatima,fatima.hajji289@yahoo.fr,1935-01-02,Femme,FES,0695683115,2020-03-07,organic
C00746,Rachidi,Tariq,tariq.rachidi47@gmail.com,2010-01-02,Homme,Oujda ,0636156848,06/10/2021,direct
C00747,Filali,Sara,sara.filali100@hotmail.com,1999-01-02,0,tanger ,0661286168,03/09/2022,influencer
C00748,Fassi,Hassan,hassan.fassi156@menara.ma,1920-01-02,1,Eljadida,0697807942,15/10/2020,social_media
C00749,El Mansouri,Zineb,zineb.el mansouri348@hotmail.com,1956-01-02,female,FES,0691924787,2023-05-27,social_media
C00750,Alami,Aisha,aisha.alami147@hotmail.com,2000-01-02,f,MEKNES,0632779115,2021-08-28,email
C00751,Chaoui,Sanaa,sanaa.chaoui73@yahoo.fr,1951-01-02,female,nador,0626638464,10/03/2023,email
C00752,Naciri,Houda,houda.naciri878@outlook.com,1965-01-01,F,AGADIR,0621205911,29/10/2023,paid_search
C00753,Filali,Yasmine,yasmine.filali44@outlook.com,1980-01-02,f,rabat,0649011805,2022-02-08,paid_search
C00754,Moussaoui,Omar,omar.moussaoui896@menara.ma,1952-01-02,h,casablanca,0634195880,2024-02-07,paid_search
C00755,Moussaoui,Leila,leila.moussaoui337@gmail.com,1949-01-01,female,Casa,0671012513,19/03/2020,paid_search
C00756,Gharbi,Samir,samir.gharbi328@outlook.com,1963-01-02,m,EL JADIDA,0673539966,2021-03-13,influencer
C00757,Filali,Adil,adil.filali434@hotmail.com,1993-01-01,m,oujda,0650042087,29/12/2023,paid_search
C00758,Idrissi,Samir,samir.idrissi189@gmail.com,1968-01-02,Homme,Fès,0666250794,13/09/2022,direct
C00759,Naciri,Nabil,invalide_sans_arobase,1986-01-02,m,tetouan,0653450650,Sep 22 2023,direct
C00760,El Mansouri,Fatima,fatima.el mansouri919@menara.ma,1971-01-02,female,marrakech,0670473000,14/09/2020,direct
C00761,Gharbi,Mohammed,mohammed.gharbi764@yahoo.fr,1990-01-02,h,Fès,0638153923,Jan 26 2021,referral
C00762,Lahlou,Karim,karim.lahlou17@hotmail.com,1996-01-02,male,OUJDA,0657208264,Dec 22 2021,paid_search
C00763,Fassi,Aisha,aisha.fassi470@menara.ma,1991-01-02,female,OUJDA,0698530765,11/11/2023,direct
C00764,Bensaid,Hajar,hajar.bensaid961@gmail.com,1998-01-02,f,TETOUAN,0623915063,13/10/2022,referral
C00765,Ouali,Samir,samir.ouali516@outlook.com,1958-01-02,1,EL JADIDA,0684032876,2022-02-19,influencer
C00766,Lahlou,Aisha,aisha.lahlou991@menara.ma,1921-01-01,f,agadir,0678123659,2021-08-03,direct
C00767,Naciri,Nadia,zineb.naciri951@gmail.com,2008-01-02,Femme,SAFI,0654975010,Dec 15 2020,paid_search
C00768,Moussaoui,Mehdi,mehdi.moussaoui198@outlook.com,1938-01-02,male,NADOR,0633315937,Apr 05 2022,referral
C00769,Hajji,Amine,amine.hajji102@yahoo.fr,1961-01-01,Homme,RABAT,0637348550,2020-07-09,paid_search
C00770,Ziani,Samir,samir.ziani157@gmail.com,2001-01-01,h,TNG,0670895423,23/07/2023,email
C00771,Chraibi,Omar,omar.chraibi920@yahoo.fr,1980-01-02,male,nador,0646905154,Jun 18 2020,direct
C00772,Ziani,Samir,samir.ziani888@gmail.com,1996-01-02,m,Mrakech,0634243439,2020-07-09,influencer
C00773,Gharbi,Yasmine,yasmine.gharbi401@gmail.com,2002-01-02,f,Fez,0660365788,04/10/2021,paid_search
C00774,Jamai,Youssef,youssef.jamai11@yahoo.fr,2007-01-02,m,AGADIR,0692410355,13/05/2023,social_media
C00775,Drissi,Yasmine,ayoub.hajji379@hotmail.com,1992-01-02,Femme,CASA,0613959103,2021-11-01,organic
C00776,Idrissi,Hassan,hassan.idrissi494@yahoo.fr,1941-01-01,Homme,BENI MELLAL,0668527249,Nov 15 2022,social_media
C00777,Gharbi,Sara,sara.gharbi704@hotmail.com,1936-01-02,0,el jadida,0675475674,Jun 06 2022,paid_search
C00778,Karimi,Imane,imane.karimi638@gmail.com,1939-01-02,Femme,errachidia,0670317901,Dec 08 2020,referral
C00779,Naciri,Khadija,khadija.naciri301@outlook.com,1944-01-02,female,tanger,0634146337,22/10/2021,social_media
C00780,Chaoui,Leila,leila.chaoui221@hotmail.com,1996-01-02,Femme,beni mellal,0654140102,13/03/2021,influencer
C00781,Hajji,Yasmine,yasmine.hajji576@gmail.com,1944-01-02,f,KENITRA,0691591543,2023-10-06,direct
C00782,Naciri,Rim,rim.naciri326@hotmail.com,1948-01-02,f,Marrakesh,0626006675,11/09/2020,referral
C00783,Moussaoui,Khadija,zineb.rachidi219@menara.ma,1938-01-02,female,MARRAKECH,0664064349,Mar 16 2020,referral
C00784,Chraibi,Karim,karim.chraibi17@gmail.com,1958-01-02,Homme,AGADIR,0663733308,12/06/2020,email
C00785,Benali,Khadija,khadija.benali403@hotmail.com,1929-01-01,Femme,tetouan,0613930993,2021-04-03,organic
C00786,Karimi,Ahmed,ahmed.karimi883@menara.ma,1964-01-02,h,errachidia,0644854691,2024-05-26,organic
C00787,Idrissi,Aisha,aisha.idrissi338@outlook.com,1922-01-02,0,TETOUAN,0626092896,2020-09-15,social_media
C00788,Ouali,Rim,rim.ouali685@gmail.com,1950-01-02,Femme,Agdir,0674787744,2021-04-07,influencer
C00789,Chaoui,Hajar,hajar.chaoui362@outlook.com,1929-01-01,f,casablanca ,0618088890,2021-03-11,social_media
C00790,Moussaoui,Imane,imane.moussaoui193@menara.ma,1936-01-02,F,SAFI,0651852500,22/12/2023,social_media
C00791,El Mansouri,Ayoub,ayoub.el mansouri225@hotmail.com,1932-01-02,h,EL JADIDA,0635226688,2020-05-20,social_media
C00792,Ziani,Imane,imane.ziani664@gmail.com,1997-01-01,f,ERRACHIDIA,0635102710,2021-06-30,direct
C00793,Idrissi,Sanaa,sanaa.idrissi122@outlook.com,1992-01-02,F,Oujda ,0654793758,18/04/2020,email
C00794,Chraibi,Mohammed,mohammed.chraibi392@menara.ma,1989-01-01,h,kénitra,0676252048,28/11/2022,direct
C00795,Hajji,Samir,samir.hajji982@gmail.com,2007-01-02,h,fes,0681421511,2020-07-25,referral
C00796,Moussaoui,Houda,houda.moussaoui104@yahoo.fr,1977-01-01,0,rabat,0656658526,2023-07-28,referral
C00797,Alami,Hajar,hajar.alami97@yahoo.fr,1950-01-02,0,RABAT,0619322043,2020-12-07,paid_search
C00798,Filali,Mohammed,mohammed.filali486@menara.ma,1978-01-02,m,nador,0689726022,Dec 22 2021,referral
C00799,Hajji,Rachid,invalide_sans_arobase,1974-01-02,1,kenitra,0629674031,2024-05-06,email
C00800,Rachidi,Zineb,zineb.rachidi753@hotmail.com,1949-01-01,Femme,meknes,0657328711,08/09/2021,referral
C00801,Idrissi,Aisha,aisha.idrissi703@outlook.com,1959-01-02,0,AGADIR,0614147955,15/05/2021,direct
C00802,Gharbi,Sanaa,sanaa.gharbi763@gmail.com,1930-01-02,Femme,ERRACHIDIA,0680720244,2020-12-24,direct
C00803,Karimi,Yasmine,yasmine.karimi401@outlook.com,1972-01-02,f,Tétouan,0656073515,2023-06-08,influencer
C00804,Lahlou,Khadija,khadija.lahlou296@gmail.com,1924-01-02,female,nador,0680220858,16/08/2021,direct
C00805,Rachidi,Hassan,hassan.rachidi296gmail.com,1984-01-02,Homme,casablanca,0675547434,2021-09-18,email
C00806,Idrissi,Mohammed,mohammed.idrissi142@hotmail.com,1947-01-02,h,Casa,0629145387,2024-02-10,referral
C00807,Hajji,Hassan,hassan.hajji33@menara.ma,1925-01-01,male,oujda,0645065845,10/09/2021,social_media
C00808,Karimi,Rim,rim.karimi824@outlook.com,1979-01-02,female,kenitra,0650407893,2021-09-16,referral
C00809,Fassi,Meryem,meryem.fassi385@menara.ma,1923-01-02,F,ERRACHIDIA,0672864748,26/12/2021,paid_search
C00810,Alami,Zineb,ahmed.karimi883@menara.ma,1994-01-02,Femme,el jadida,0687889556,2022-11-14,referral
C00811,Moussaoui,Fatima,fatima.moussaoui129@menara.ma,1945-01-01,f,casablanca,0646262253,2023-08-23,referral
C00812,Jamai,Hicham,hicham.jamai580@menara.ma,1996-01-02,h,Beni Mellal,0617116259,2023-12-07,social_media
C00813,Hajji,Sara,sara.hajji917@yahoo.fr,2011-01-02,F,beni mellal,0625395963,2020-05-17,referral
C00814,Drissi,Mehdi,mehdi.drissi254@yahoo.fr,1947-01-02,male,tanger,0650255085,08/04/2022,social_media
C00815,Tazi,Hicham,hicham.tazi267@outlook.com,1933-01-01,m,Rbat,0612906871,2021-01-13,direct
C00816,Senhaji,Youssef,youssef.senhaji760@outlook.com,1974-01-02,m,MEKNES,0699617131,2021-07-17,direct
C00817,Naciri,Rachid,rachid.naciri834@menara.ma,1996-01-02,h,tanger ,0650635970,10/03/2020,direct
C00818,Lahlou,Fatima,fatima.lahlou986@yahoo.fr,1976-01-02,0,Agdir,0677539115,2021-03-07,direct
C00819,Chaoui,Meryem,meryem.chaoui179@yahoo.fr,1968-01-02,0,Mrakech,0662872219,May 19 2020,direct
C00820,Rachidi,Houda,houda.rachidi621@yahoo.fr,1927-01-02,Femme,Rbat,0653496826,Apr 20 2023,email
C00821,Benali,Aisha,aisha.benali31@yahoo.fr,1948-01-02,Femme,el jadida,0641758221,Aug 03 2020,social_media
C00822,Naciri,Soukaina,soukaina.naciri945@gmail.com,2007-01-02,female,EL JADIDA,0691407521,Jul 16 2023,social_media
C00823,Ouali,Aisha,aisha.ouali387@yahoo.fr,1986-01-02,Femme,MEKNES,0648398260,2021-04-06,social_media
C00824,Senhaji,Imane,imane.senhaji829@yahoo.fr,1926-01-02,0,TNG,0610702802,06/01/2022,referral
C00825,Fassi,Karim,karim.fassi699@outlook.com,1938-01-02,male,AGADIR,0693010827,Feb 18 2023,influencer
C00826,Naciri,Rachid,rachid.naciri641@menara.ma,1995-01-02,h,casablanca,0676936024,2021-04-17,referral
C00827,Hajji,Fatima,fatima.hajji842@hotmail.com,1921-01-01,f,safi,0648663966,02/06/2020,social_media
C00828,Bensaid,Houda,houda.bensaid59@outlook.com,1951-01-02,f,TANGER,0666560115,2021-06-18,influencer
C00829,Gharbi,Youssef,youssef.gharbi561@hotmail.com,2004-01-02,1,casablanca,0656418606,May 24 2020,referral
C00830,Tazi,Ayoub,ayoub.tazi491@yahoo.fr,2007-01-02,male,Fès,0667917038,2022-09-05,influencer
C00831,Benali,Mohammed,mohammed.benali27@yahoo.fr,1924-01-02,m,meknes,0661959009,2024-04-17,social_media
C00832,Naciri,Hajar,hajar.naciri563@yahoo.fr,1933-01-01,Femme,Fès,0668589370,2020-04-28,organic
C00833,Naciri,Omar,omar.naciri766@outlook.com,2010-01-02,1,casablanca,0627007519,2022-06-17,organic
C00834,Bensaid,Sanaa,sanaa.bensaid671@yahoo.fr,1961-01-01,f,nador,0620251264,May 27 2021,social_media
C00835,Lahlou,Hajar,hajar.lahlou920@yahoo.fr,1965-01-01,Femme,safi,0680711829,2021-07-01,referral
C00836,Lahlou,Mohammed,mohammed.lahlou923@menara.ma,1976-01-02,m,errachidia,0679926758,2021-04-17,referral
C00837,Lahlou,Ahmed,ahmed.lahlou743@yahoo.fr,1955-01-02,male,Tnja,0614530678,2021-07-07,paid_search
C00838,Chaoui,Imane,imane.chaoui62@hotmail.com,2009-01-01,female,meknes,0640124961,2021-02-25,direct
C00839,Benali,Meryem,meryem.benali677@hotmail.com,2008-01-02,Femme,ERRACHIDIA,0689317124,19/03/2021,email
C00840,Naciri,Imane,imane.naciri802@gmail.com,1925-01-01,F,MEKNES,0686853413,12/01/2024,referral
C00841,Moussaoui,Sara,invalide_sans_arobase,1976-01-02,0,Eljadida,0649704948,22/11/2021,organic
C00842,Idrissi,Sanaa,sanaa.idrissi676@hotmail.com,1934-01-02,f,Mrakech,0645502943,01/01/2021,organic
C00843,Ouali,Fatima,fatima.ouali38@hotmail.com,1984-01-02,f,tetouan,0647103909,03/06/2023,organic
C00844,Idrissi,Sara,sara.idrissi785@hotmail.com,1982-01-02,0,safi,0641228768,22/08/2020,social_media
C00845,Karimi,Khadija,khadija.karimi43@outlook.com,1920-01-02,Femme,TANGER,0682536810,2024-01-11,social_media
C00846,Chaoui,Aisha,aisha.chaoui520@menara.ma,1985-01-01,F,Agdir,0665830504,26/05/2020,email
C00847,Karimi,Mohammed,mohammed.karimi622@hotmail.com,1928-01-02,Homme,marrakech,0631516822,2022-01-24,social_media
C00848,Bensaid,Ahmed,ahmed.bensaid217@hotmail.com,1946-01-02,h,Fez,0688206824,07/03/2020,social_media
C00849,Chraibi,Soukaina,soukaina.chraibi81@gmail.com,1939-01-02,F,NADOR,0682338977,2024-02-10,referral
C00850,Rachidi,Tariq,tariq.rachidi676@outlook.com,1987-01-02,h,errachidia,0654115287,12/05/2021,email
C00851,Karimi,Rachid,rachid.karimi767@gmail.com,1959-01-02,Homme,Agdir,0677866314,Jun 05 2020,direct
C00852,Hajji,Khadija,khadija.hajji460@menara.ma,1995-01-02,0,EL JADIDA,0688484532,2023-09-25,email
C00853,Karimi,Sanaa,sanaa.karimi121@gmail.com,1993-01-01,female,nador,0634147877,2022-07-18,organic
C00854,Tazi,Nadia,nadia.tazi729@menara.ma,2007-01-02,f,beni mellal,0619799868,28/09/2020,referral
C00855,Naciri,Yasmine,yasmine.naciri363@yahoo.fr,1920-01-02,f,AGADIR,0689386833,31/05/2023,direct
C00856,Lahlou,Ahmed,ahmed.lahlou973@menara.ma,1956-01-02,Homme,beni mellal,0634622346,22/01/2024,influencer
C00857,Alami,Youssef,youssef.alami608@outlook.com,1963-01-02,Homme,Rbat,0688930879,Jul 26 2021,organic
C00858,Rachidi,Hassan,hassan.rachidi350@gmail.com,1937-01-01,h,Mrakech,0661548700,14/10/2021,social_media
C00859,Gharbi,Hicham,hicham.gharbi441@outlook.com,1971-01-02,m,MARRAKECH,0625911656,2021-08-12,paid_search
C00860,Fassi,Ayoub,ayoub.fassi296@hotmail.com,1982-01-02,Homme,CASA,0684110122,07/11/2022,organic
C00861,Tazi,Ayoub,sanaa.karimi121@gmail.com,1964-01-02,1,TETOUAN,0669703357,2022-12-02,paid_search
C00862,Drissi,Yasmine,yasmine.drissi734@gmail.com,1978-01-02,0,marrakech,0657475650,10/06/2020,social_media
C00863,Fassi,Karim,karim.fassi520@hotmail.com,1946-01-02,m,errachidia,0668166960,Jul 24 2020,influencer
C00864,Tazi,Leila,leila.tazi677@gmail.com,1980-01-02,F,oujda,0636263497,27/06/2021,paid_search
C00865,Rachidi,Nabil,nabil.rachidi290@yahoo.fr,1945-01-01,1,oujda,0675859451,16/02/2023,direct
C00866,Naciri,Mohammed,mohammed.naciri705@hotmail.com,1981-01-01,Homme,kénitra,0634167825,Sep 06 2021,email
C00867,Chraibi,Zineb,zineb.chraibi402@outlook.com,1999-01-02,f,ERRACHIDIA,0666316956,2022-07-04,direct
C00868,Fassi,Aisha,aisha.fassi476@hotmail.com,1961-01-01,female,SAFI,0690672745,23/04/2022,organic
C00869,Senhaji,Nadia,nadia.senhaji221@menara.ma,1978-01-02,female,OUJDA,0667069281,2022-03-27,organic
C00870,Hajji,Zineb,zineb.hajji348@gmail.com,1938-01-02,F,fes,0692316265,2023-06-04,referral
C00871,Alami,Nabil,nabil.alami822@menara.ma,1966-01-02,h,nador,0679611890,2021-03-07,social_media
C00872,Tazi,Hicham,hicham.tazi406@yahoo.fr,1964-01-02,Homme,FES,0611830849,Mar 14 2020,influencer
C00873,Moussaoui,Mehdi,mehdi.moussaoui811@menara.ma,2008-01-02,1,TANGER,0626595059,2024-05-24,paid_search
C00874,Idrissi,Hicham,hicham.idrissi883@gmail.com,1921-01-01,male,tanger ,0691184526,2020-11-06,referral
C00875,Bensaid,Leila,leila.bensaid880@hotmail.com,2009-01-01,Femme,meknes,0623378718,Jun 25 2021,referral
C00876,Jamai,Houda,houda.jamai440@gmail.com,1976-01-02,Femme,errachidia,0661325978,Feb 05 2020,direct
C00877,Tazi,Sanaa,sanaa.tazi732@gmail.com,2008-01-02,0,MEKNES,0673995860,2023-02-27,email
C00878,Chraibi,Sara,sara.chraibi86@gmail.com,1949-01-01,0,CASA,0664115926,Jun 16 2023,referral
C00879,Rachidi,Mohammed,mohammed.rachidi259@menara.ma,1992-01-02,m,Beni Mellal,0690360192,Apr 12 2022,email
C00880,Tazi,Adil,adil.tazi814@menara.ma,1928-01-02,1,Meknès,0674826670,19/11/2022,direct
C00881,Drissi,Ayoub,ayoub.drissi436@gmail.com,1991-01-02,h,rabat,0668733846,2020-08-20,paid_search
C00882,Chraibi,Sara,sara.chraibi823@outlook.com,1941-01-01,female,TANGER,0625781760,Jun 10 2022,direct
C00883,Karimi,Meryem,meryem.karimi630@hotmail.com,1974-01-02,0,Eljadida,0659828775,29/11/2022,paid_search
C00884,Karimi,Leila,leila.karimi950@yahoo.fr,1951-01-02,Femme,oujda,0630179511,2022-08-21,organic
C00885,Gharbi,Hajar,hajar.gharbi205@gmail.com,2004-01-02,female,tetouan,0618961986,18/12/2021,social_media
C00886,Alami,Rim,rim.alami951@yahoo.fr,1957-01-01,Femme,Agdir,0664125762,05/06/2021,direct
C00887,Ziani,Ahmed,ahmed.ziani157@gmail.com,1978-01-02,h,Rbat,0688828361,13/08/2023,email
C00888,Bensaid,Soukaina,soukaina.bensaid685menara.ma,1984-01-02,F,rabat,0632121549,Aug 31 2022,email
C00889,Benali,Ayoub,ayoub.benali141@outlook.com,1951-01-02,Homme,kenitra,0642315990,2023-02-21,influencer
C00890,Rachidi,Hajar,hajar.rachidi364@hotmail.com,2001-01-01,0,Rbat,0647277197,2023-12-27,paid_search
C00891,Idrissi,Zineb,zineb.idrissi702@gmail.com,1967-01-02,f,SAFI,0672555645,27/04/2024,direct
C00892,Bensaid,Leila,leila.bensaid574@yahoo.fr,2010-01-02,female,Agdir,0636157506,12/01/2020,email
C00893,Lahlou,Ayoub,ayoub.lahlou938@hotmail,2007-01-02,Homme,oujda,0643962179,15/07/2021,referral
C00894,Rachidi,Hicham,hicham.rachidi623@menara.ma,1929-01-01,h,TANGER,0613870432,Jun 09 2023,social_media
C00895,El Mansouri,Hicham,hicham.el mansouri85@menara.ma,1955-01-02,m,Casa,0636062717,03/09/2023,organic
C00896,Filali,Imane,imane.filali869@hotmail.com,1936-01-02,F,Tnja,0665885406,29/09/2023,organic
C00897,Senhaji,Hicham,hicham.senhaji152@hotmail.com,1976-01-02,h,Beni Mellal,0664928808,20/12/2020,influencer
C00898,Idrissi,Hassan,hassan.idrissi575@hotmail.com,1922-01-02,m,ERRACHIDIA,0621832897,Aug 26 2020,social_media
C00899,Karimi,Youssef,youssef.karimi606@gmail.com,1984-01-02,Homme,CASA,0651309843,26/10/2023,influencer
C00900,El Mansouri,Nabil,nabil.el mansouri318@gmail.com,1976-01-02,1,AGADIR,0640327888,2021-01-20,social_media
C00901,Idrissi,Hassan,hassan.idrissi715@menara.ma,1937-01-01,Homme,Eljadida,0680201607,Jul 09 2022,direct
C00902,Ziani,Mohammed,mohammed.ziani395@yahoo.fr,1922-01-02,male,NADOR,0637843059,01/12/2021,referral
C00903,Senhaji,Aisha,aisha.senhaji792@yahoo.fr,2007-01-02,F,nador,0673781582,13/10/2020,email
C00904,Moussaoui,Khadija,khadija.moussaoui675@outlook.com,1998-01-02,f,RABAT,0673819982,2021-11-16,organic
C00905,Lahlou,Ayoub,ayoub.lahlou314@yahoo.fr,2009-01-01,male,Meknès,0687304740,23/11/2023,paid_search
C00906,Hajji,Imane,imane.hajji259@hotmail.com,1960-01-02,f,errachidia,0678043121,08/08/2020,influencer
C00907,Moussaoui,Khadija,khadija.moussaoui608@gmail.com,1973-01-01,F,FES,0627433651,2023-09-20,organic
C00908,El Mansouri,Hassan,hassan.el mansouri821@hotmail.com,2011-01-02,1,errachidia,0650437430,2021-09-21,social_media
C00909,Chaoui,Amine,amine.chaoui742@yahoo.fr,1964-01-02,m,RABAT,0623410159,22/08/2022,paid_search
C00910,Rachidi,Ayoub,ayoub.rachidi685@menara.ma,1999-01-02,male,agadir,0663671462,2024-05-02,email
C00911,Moussaoui,Khadija,khadija.moussaoui547@gmail.com,1936-01-02,0,errachidia,0641562316,2022-01-25,referral
C00912,Bensaid,Tariq,tariq.bensaid770@menara.ma,1994-01-02,male,TNG,0650525421,2022-06-10,paid_search
