id_client_sk,id_client_nk,nom_complet,tranche_age,sexe,ville,region_admin,segment_client,canal_acquisition,date_debut,date_fin,est_actif
643,C02885,Nabil Filali,35-44,m,Kenitra,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
644,C00833,Omar Naciri,<18,m,Casablanca,Casablanca-Settat,Gold,organic,2026-06-01,9999-12-31,True
645,C01705,Sanaa Ziani,65+,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,email,2026-06-01,9999-12-31,True
646,C00949,Meryem Rachidi,65+,f,Marrakech,Marrakech-Safi,Gold,influencer,2026-06-01,9999-12-31,True
647,C00975,Youssef Drissi,18-24,m,Meknès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
648,C00073,Houda Filali,18-24,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
649,C00081,Leila Chraibi,65+,f,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
650,C01654,Khadija Gharbi,45-54,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,email,2026-06-01,9999-12-31,True
651,C01469,Hajar Hajji,45-54,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
652,C02315,Karim Ouali,65+,m,Errachidia,Drâa-Tafilalet,Gold,direct,2026-06-01,9999-12-31,True
653,C01335,Houda Tazi,45-54,f,Marrakech,Marrakech-Safi,Gold,referral,2026-06-01,9999-12-31,True
654,C00285,Soukaina Tazi,25-34,f,Béni Mellal,Béni Mellal-Khénifra,Gold,referral,2026-06-01,9999-12-31,True
655,C02912,Tariq Senhaji,18-24,m,Safi,Marrakech-Safi,Gold,referral,2026-06-01,9999-12-31,True
656,C02993,Karim Chaoui,45-54,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
657,C01355,Zineb Rachidi,65+,f,Meknès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
658,C02055,Omar Hajji,<18,m,Errachidia,Drâa-Tafilalet,Gold,influencer,2026-06-01,9999-12-31,True
659,C00918,Nadia Naciri,45-54,f,Agadir,Souss-Massa,Gold,direct,2026-06-01,9999-12-31,True
660,C00867,Zineb Chraibi,25-34,f,Errachidia,Drâa-Tafilalet,Gold,direct,2026-06-01,9999-12-31,True
661,C00296,Mehdi Hajji,65+,m,Meknès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
662,C02151,Fatima Karimi,65+,f,Agadir,Souss-Massa,Gold,email,2026-06-01,9999-12-31,True
663,C00017,Zineb Benali,55-64,f,Fès,Fès-Meknès,Gold,social_media,2026-06-01,9999-12-31,True
664,C02593,Ahmed Ziani,65+,m,Oujda,Oriental,Gold,email,2026-06-01,9999-12-31,True
665,C01657,Karim Chraibi,65+,m,Safi,Marrakech-Safi,Bronze,email,2026-06-01,9999-12-31,True
666,C00010,Samir Drissi,65+,m,Marrakech,Marrakech-Safi,Gold,direct,2026-06-01,9999-12-31,True
667,C01883,Imane El Mansouri,65+,f,Meknès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
668,C01605,Yasmine El Mansouri,35-44,f,Rabat,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
669,C00045,Ahmed Chraibi,35-44,m,Oujda,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
670,C01277,Tariq Idrissi,25-34,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
671,C01692,Fatima Jamai,65+,f,Marrakech,Marrakech-Safi,Gold,direct,2026-06-01,9999-12-31,True
672,C01975,Sanaa Benali,65+,f,Béni Mellal,Béni Mellal-Khénifra,Gold,social_media,2026-06-01,9999-12-31,True
673,C00932,Rim Chaoui,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,influencer,2026-06-01,9999-12-31,True
674,C01528,Samir Chraibi,35-44,m,Rabat,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
675,C01942,Khadija Gharbi,18-24,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
676,C00738,Omar Alami,25-34,m,Agadir,Souss-Massa,Gold,influencer,2026-06-01,9999-12-31,True
677,C00917,Leila Senhaji,18-24,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
678,C02437,Nabil Ouali,<18,m,Béni Mellal,Béni Mellal-Khénifra,Gold,direct,2026-06-01,9999-12-31,True
679,C02225,Youssef Idrissi,65+,m,Fès,Fès-Meknès,Silver,email,2026-06-01,9999-12-31,True
680,C01287,Mohammed Moussaoui,65+,m,Rabat,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
681,C02996,Sara Karimi,45-54,f,Agadir,Souss-Massa,Gold,paid_search,2026-06-01,9999-12-31,True
682,C02399,Amine Idrissi,65+,m,Marrakech,Marrakech-Safi,Gold,direct,2026-06-01,9999-12-31,True
683,C02665,Leila El Mansouri,<18,f,Casablanca,Casablanca-Settat,Gold,organic,2026-06-01,9999-12-31,True
684,C01680,Mohammed Chaoui,65+,m,Rabat,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
685,C02421,Soukaina Benali,65+,f,Nador,Oriental,Gold,paid_search,2026-06-01,9999-12-31,True
686,C02033,Tariq Ziani,65+,m,Béni Mellal,Béni Mellal-Khénifra,Gold,email,2026-06-01,9999-12-31,True
687,C00617,Mohammed El Mansouri,55-64,m,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
688,C00884,Leila Karimi,65+,f,Oujda,Oriental,Gold,organic,2026-06-01,9999-12-31,True
689,C02417,Fatima Rachidi,55-64,f,Meknès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
690,C02038,Hassan Naciri,65+,m,Fès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
691,C02156,Imane Ziani,25-34,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
692,C01667,Youssef Moussaoui,55-64,m,Rabat,Rabat-Salé-Kénitra,Gold,direct,2026-06-01,9999-12-31,True
693,C00407,Aisha Rachidi,65+,f,Safi,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
694,C02509,Meryem Tazi,65+,f,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
695,C02401,Houda Ziani,<18,f,Safi,Marrakech-Safi,Gold,referral,2026-06-01,9999-12-31,True
696,C02945,Adil Naciri,35-44,m,El Jadida,Casablanca-Settat,Gold,social_media,2026-06-01,9999-12-31,True
697,C01524,Rim Chraibi,65+,f,Meknès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
698,C01648,Sanaa Idrissi,18-24,f,Marrakech,Marrakech-Safi,Gold,paid_search,2026-06-01,9999-12-31,True
699,C02087,Adil Moussaoui,35-44,m,Oujda,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
700,C00830,Ayoub Tazi,18-24,m,Fès,Fès-Meknès,Gold,influencer,2026-06-01,9999-12-31,True
701,C01300,Mohammed El Mansouri,65+,m,Casablanca,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
702,C01841,Samir Karimi,25-34,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,email,2026-06-01,9999-12-31,True
703,C02842,Omar Filali,25-34,m,Errachidia,Drâa-Tafilalet,Gold,social_media,2026-06-01,9999-12-31,True
704,C02504,Aisha Moussaoui,<18,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
705,C01387,Youssef Idrissi,65+,m,Errachidia,Drâa-Tafilalet,Gold,influencer,2026-06-01,9999-12-31,True
706,C01733,Mohammed El Mansouri,65+,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
707,C00452,Tariq Fassi,55-64,m,El Jadida,Casablanca-Settat,Gold,referral,2026-06-01,9999-12-31,True
708,C01994,Zineb Gharbi,18-24,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
709,C01333,Yasmine Chaoui,18-24,f,Nador,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
710,C02120,Sanaa Lahlou,65+,f,Béni Mellal,Béni Mellal-Khénifra,Gold,referral,2026-06-01,9999-12-31,True
711,C00697,Fatima Drissi,25-34,f,Béni Mellal,Béni Mellal-Khénifra,Gold,email,2026-06-01,9999-12-31,True
712,C02015,Imane Ziani,65+,f,Rabat,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
713,C00352,Khadija Alami,55-64,f,Meknès,Fès-Meknès,Gold,influencer,2026-06-01,9999-12-31,True
714,C00656,Adil Filali,55-64,m,Nador,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
715,C02780,Mehdi Jamai,65+,m,Oujda,Oriental,Gold,organic,2026-06-01,9999-12-31,True
716,C01266,Mohammed Bensaid,65+,m,Meknès,Fès-Meknès,Gold,social_media,2026-06-01,9999-12-31,True
717,C01573,Adil Moussaoui,18-24,m,Fès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
718,C01496,Tariq El Mansouri,45-54,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
719,C01972,Adil Jamai,65+,m,Nador,Oriental,Gold,paid_search,2026-06-01,9999-12-31,True
720,C00223,Hicham Filali,35-44,m,Nador,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
721,C02183,Ayoub Idrissi,55-64,m,Errachidia,Drâa-Tafilalet,Gold,influencer,2026-06-01,9999-12-31,True
722,C01773,Tariq Senhaji,18-24,m,Béni Mellal,Béni Mellal-Khénifra,Gold,direct,2026-06-01,9999-12-31,True
723,C00488,Omar Ouali,18-24,m,Marrakech,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
724,C00242,Soukaina El Mansouri,18-24,f,Oujda,Oriental,Gold,direct,2026-06-01,9999-12-31,True
725,C02689,Leila Chraibi,55-64,f,El Jadida,Casablanca-Settat,Gold,email,2026-06-01,9999-12-31,True
726,C02660,Meryem Naciri,45-54,f,Rabat,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
727,C02710,Khadija Filali,18-24,f,Oujda,Oriental,Gold,paid_search,2026-06-01,9999-12-31,True
728,C02230,Nabil Hajji,65+,m,Marrakech,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
729,C02811,Hajar Bensaid,65+,f,Fès,Fès-Meknès,Gold,social_media,2026-06-01,9999-12-31,True
730,C02021,Hassan Bensaid,65+,m,Agadir,Souss-Massa,Gold,direct,2026-06-01,9999-12-31,True
731,C00573,Zineb Jamai,55-64,f,Nador,Oriental,Gold,organic,2026-06-01,9999-12-31,True
732,C01344,Khadija Filali,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
733,C01139,Sanaa Senhaji,65+,f,Agadir,Souss-Massa,Bronze,organic,2026-06-01,9999-12-31,True
734,C00473,Khadija Chaoui,35-44,f,Casablanca,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
735,C01328,Yasmine El Mansouri,<18,f,Nador,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
736,C02673,Yasmine Chraibi,65+,f,Safi,Marrakech-Safi,Gold,direct,2026-06-01,9999-12-31,True
737,C01696,Karim Naciri,35-44,m,Marrakech,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
738,C02653,Khadija Filali,65+,f,Errachidia,Drâa-Tafilalet,Gold,social_media,2026-06-01,9999-12-31,True
739,C00205,Yasmine Bensaid,45-54,f,Rabat,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
740,C02541,Rachid Naciri,<18,m,Safi,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
741,C01451,Amine Naciri,65+,m,Kenitra,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
742,C00496,Fatima Bensaid,45-54,f,Casablanca,Casablanca-Settat,Gold,paid_search,2026-06-01,9999-12-31,True
743,C00314,Fatima Senhaji,65+,f,Errachidia,Drâa-Tafilalet,Gold,organic,2026-06-01,9999-12-31,True
744,C02821,Zineb Idrissi,18-24,f,Safi,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
745,C02534,Leila Chaoui,25-34,f,Béni Mellal,Béni Mellal-Khénifra,Gold,organic,2026-06-01,9999-12-31,True
746,C02343,Nabil El Mansouri,65+,m,Agadir,Souss-Massa,Gold,email,2026-06-01,9999-12-31,True
747,C00344,Khadija Chraibi,35-44,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
748,C00861,Ayoub Tazi,55-64,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
749,C01189,Rachid El Mansouri,65+,m,Casablanca,Casablanca-Settat,Gold,organic,2026-06-01,9999-12-31,True
750,C02514,Sanaa Hajji,45-54,f,Marrakech,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
751,C00427,Hajar Karimi,45-54,f,Safi,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
752,C01285,Hajar Jamai,65+,f,Marrakech,Marrakech-Safi,Gold,influencer,2026-06-01,9999-12-31,True
753,C02566,Zineb Idrissi,45-54,f,Nador,Oriental,Gold,direct,2026-06-01,9999-12-31,True
754,C02779,Ahmed Bensaid,55-64,m,Agadir,Souss-Massa,Gold,email,2026-06-01,9999-12-31,True
755,C01030,Meryem Chaoui,65+,f,Casablanca,Casablanca-Settat,Gold,social_media,2026-06-01,9999-12-31,True
756,C00587,Zineb Rachidi,25-34,f,Rabat,Rabat-Salé-Kénitra,Bronze,social_media,2026-06-01,9999-12-31,True
757,C02429,Khadija Filali,<18,f,Fès,Fès-Meknès,Gold,social_media,2026-06-01,9999-12-31,True
758,C02397,Mehdi Moussaoui,25-34,m,Béni Mellal,Béni Mellal-Khénifra,Gold,email,2026-06-01,9999-12-31,True
759,C00733,Ahmed Jamai,25-34,m,Rabat,Rabat-Salé-Kénitra,Gold,social_media,2026-06-01,9999-12-31,True
760,C02354,Omar Chraibi,18-24,m,Agadir,Souss-Massa,Gold,referral,2026-06-01,9999-12-31,True
761,C02176,Hicham Idrissi,25-34,m,Casablanca,Casablanca-Settat,Gold,direct,2026-06-01,9999-12-31,True
762,C02701,Zineb Idrissi,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
763,C01691,Ahmed Moussaoui,65+,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
764,C02783,Youssef Alami,35-44,m,Oujda,Oriental,Gold,referral,2026-06-01,9999-12-31,True
765,C02792,Fatima Bensaid,35-44,f,Marrakech,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
766,C01974,Soukaina Bensaid,45-54,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
767,C00678,Nabil Drissi,55-64,m,Marrakech,Marrakech-Safi,Gold,paid_search,2026-06-01,9999-12-31,True
768,C00694,Mehdi Idrissi,65+,m,Nador,Oriental,Gold,direct,2026-06-01,9999-12-31,True
769,C00226,Hajar Moussaoui,25-34,f,Kenitra,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
770,C01556,Zineb Fassi,35-44,f,Fès,Fès-Meknès,Gold,organic,2026-06-01,9999-12-31,True
771,C00003,Omar Karimi,55-64,m,Marrakech,Marrakech-Safi,Gold,paid_search,2026-06-01,9999-12-31,True
772,C01445,Leila Gharbi,65+,f,Safi,Marrakech-Safi,Gold,email,2026-06-01,9999-12-31,True
773,C01813,Khadija Bensaid,45-54,f,Marrakech,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
774,C00359,Sanaa Alami,65+,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
775,C02492,Houda Alami,35-44,f,Casablanca,Casablanca-Settat,Gold,referral,2026-06-01,9999-12-31,True
776,C02584,Mehdi Filali,65+,m,Casablanca,Casablanca-Settat,Gold,referral,2026-06-01,9999-12-31,True
777,C01739,Fatima Benali,<18,f,Errachidia,Drâa-Tafilalet,Gold,organic,2026-06-01,9999-12-31,True
778,C00090,Tariq Gharbi,25-34,m,Marrakech,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
779,C00463,Nadia El Mansouri,65+,f,Oujda,Oriental,Gold,paid_search,2026-06-01,9999-12-31,True
780,C01537,Ayoub Chraibi,65+,m,Errachidia,Drâa-Tafilalet,Gold,influencer,2026-06-01,9999-12-31,True
781,C00247,Soukaina Lahlou,65+,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
782,C02266,Imane Naciri,45-54,f,Fès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
783,C02148,Khadija Gharbi,25-34,f,Errachidia,Drâa-Tafilalet,Gold,organic,2026-06-01,9999-12-31,True
784,C02006,Soukaina El Mansouri,25-34,f,El Jadida,Casablanca-Settat,Gold,organic,2026-06-01,9999-12-31,True
785,C01866,Omar Karimi,65+,m,Safi,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
786,C00731,Hassan Karimi,45-54,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
787,C01999,Rachid Fassi,45-54,m,Oujda,Oriental,Bronze,social_media,2026-06-01,9999-12-31,True
788,C02316,Houda Karimi,65+,f,Errachidia,Drâa-Tafilalet,Gold,paid_search,2026-06-01,9999-12-31,True
789,C00209,Meryem Senhaji,55-64,f,El Jadida,Casablanca-Settat,Gold,paid_search,2026-06-01,9999-12-31,True
790,C01807,Rim Drissi,65+,f,Béni Mellal,Béni Mellal-Khénifra,Gold,referral,2026-06-01,9999-12-31,True
791,C02915,Soukaina Chraibi,<18,f,Casablanca,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
792,C01832,Rachid Filali,25-34,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
793,C01871,Nabil Hajji,65+,m,Oujda,Oriental,Gold,email,2026-06-01,9999-12-31,True
794,C01830,Rachid Jamai,45-54,m,Safi,Marrakech-Safi,Gold,paid_search,2026-06-01,9999-12-31,True
795,C01060,Omar Drissi,35-44,m,Oujda,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
796,C02617,Amine Moussaoui,65+,m,Errachidia,Drâa-Tafilalet,Gold,direct,2026-06-01,9999-12-31,True
797,C00027,Meryem Naciri,<18,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
798,C02275,Mohammed Moussaoui,<18,m,Marrakech,Marrakech-Safi,Gold,email,2026-06-01,9999-12-31,True
799,C01865,Nabil Chaoui,25-34,m,Marrakech,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
800,C02406,Samir Gharbi,<18,m,Nador,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
801,C00439,Meryem Hajji,65+,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
802,C02860,Houda Ouali,45-54,f,Oujda,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
803,C02465,Imane Senhaji,65+,f,Oujda,Oriental,Gold,referral,2026-06-01,9999-12-31,True
804,C00083,Soukaina Jamai,65+,f,El Jadida,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
805,C00410,Mehdi Drissi,45-54,m,Oujda,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
806,C00276,Karim Hajji,<18,m,Marrakech,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
807,C01819,Mehdi Moussaoui,18-24,m,Safi,Marrakech-Safi,Gold,direct,2026-06-01,9999-12-31,True
808,C02883,Hajar Alami,35-44,f,Casablanca,Casablanca-Settat,Gold,email,2026-06-01,9999-12-31,True
809,C01687,Ahmed Rachidi,<18,m,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
810,C00889,Ayoub Benali,65+,m,Kenitra,Rabat-Salé-Kénitra,Gold,influencer,2026-06-01,9999-12-31,True
811,C01318,Meryem Senhaji,65+,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
812,C02352,Mehdi Ouali,25-34,m,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
813,C00142,Karim Bensaid,55-64,m,El Jadida,Casablanca-Settat,Silver,social_media,2026-06-01,9999-12-31,True
814,C01695,Rachid Rachidi,65+,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,email,2026-06-01,9999-12-31,True
815,C00877,Sanaa Tazi,18-24,f,Meknès,Fès-Meknès,Gold,email,2026-06-01,9999-12-31,True
816,C00939,Hajar Idrissi,25-34,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,email,2026-06-01,9999-12-31,True
817,C01764,Omar Rachidi,45-54,m,El Jadida,Casablanca-Settat,Gold,organic,2026-06-01,9999-12-31,True
818,C00165,Nabil Ziani,18-24,m,Kenitra,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
819,C01378,Sara Moussaoui,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
820,C01369,Sara Senhaji,25-34,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
821,C00545,Rachid Gharbi,65+,m,Casablanca,Casablanca-Settat,Gold,direct,2026-06-01,9999-12-31,True
822,C01760,Khadija Benali,35-44,f,Agadir,Souss-Massa,Gold,direct,2026-06-01,9999-12-31,True
823,C02185,Hassan Tazi,65+,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
824,C02292,Nabil Naciri,45-54,m,El Jadida,Casablanca-Settat,Gold,paid_search,2026-06-01,9999-12-31,True
825,C02371,Hicham Tazi,35-44,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
826,C00561,Zineb Naciri,<18,f,Kenitra,Rabat-Salé-Kénitra,Gold,organic,2026-06-01,9999-12-31,True
827,C02973,Yasmine Tazi,35-44,f,Errachidia,Drâa-Tafilalet,Gold,influencer,2026-06-01,9999-12-31,True
828,C00947,Omar Rachidi,65+,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
829,C02813,Mohammed Lahlou,65+,m,Tanger,Tanger-Tétouan-Al Hoceïma,Bronze,social_media,2026-06-01,9999-12-31,True
830,C01026,Ahmed Fassi,35-44,m,Marrakech,Marrakech-Safi,Gold,influencer,2026-06-01,9999-12-31,True
831,C01694,Amine Tazi,<18,m,Agadir,Souss-Massa,Gold,organic,2026-06-01,9999-12-31,True
832,C01244,Ayoub Gharbi,<18,m,El Jadida,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
833,C00588,Zineb Benali,25-34,f,Casablanca,Casablanca-Settat,Gold,referral,2026-06-01,9999-12-31,True
834,C01656,Aisha Bensaid,35-44,f,Kenitra,Rabat-Salé-Kénitra,Bronze,paid_search,2026-06-01,9999-12-31,True
835,C00135,Adil Lahlou,25-34,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
836,C01243,Amine Ziani,65+,m,El Jadida,Casablanca-Settat,Silver,paid_search,2026-06-01,9999-12-31,True
837,C01090,Ayoub Benali,25-34,m,Kenitra,Rabat-Salé-Kénitra,Gold,influencer,2026-06-01,9999-12-31,True
838,C01438,Yasmine Bensaid,35-44,f,Rabat,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
839,C00032,Ahmed Bensaid,55-64,m,Kenitra,Rabat-Salé-Kénitra,Gold,organic,2026-06-01,9999-12-31,True
840,C02902,Houda Jamai,<18,f,Rabat,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
841,C00569,Meryem Ziani,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,organic,2026-06-01,9999-12-31,True
842,C02623,Omar Filali,65+,m,Marrakech,Marrakech-Safi,Gold,email,2026-06-01,9999-12-31,True
843,C00683,Hajar Gharbi,65+,f,Meknès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
844,C02576,Youssef Ouali,<18,m,Meknès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
845,C01803,Sanaa Idrissi,<18,f,El Jadida,Casablanca-Settat,Bronze,email,2026-06-01,9999-12-31,True
846,C00144,Rachid Senhaji,25-34,m,Meknès,Fès-Meknès,Gold,organic,2026-06-01,9999-12-31,True
847,C02242,Soukaina Filali,<18,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
848,C02722,Samir Senhaji,65+,m,Oujda,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
849,C00717,Karim Lahlou,65+,m,Nador,Oriental,Gold,organic,2026-06-01,9999-12-31,True
850,C00567,Sara Rachidi,<18,f,Meknès,Fès-Meknès,Gold,email,2026-06-01,9999-12-31,True
851,C01321,Mohammed Ouali,45-54,m,Béni Mellal,Béni Mellal-Khénifra,Gold,influencer,2026-06-01,9999-12-31,True
852,C01070,Tariq Ouali,45-54,m,Meknès,Fès-Meknès,Gold,organic,2026-06-01,9999-12-31,True
853,C02537,Karim Chaoui,35-44,m,Oujda,Oriental,Gold,organic,2026-06-01,9999-12-31,True
854,C02605,Rim Karimi,18-24,f,Meknès,Fès-Meknès,Bronze,paid_search,2026-06-01,9999-12-31,True
855,C00639,Zineb Chaoui,65+,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
856,C00661,Mohammed Senhaji,65+,m,Meknès,Fès-Meknès,Gold,organic,2026-06-01,9999-12-31,True
857,C00607,Aisha Idrissi,65+,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
858,C01373,Adil Rachidi,65+,m,Agadir,Souss-Massa,Gold,direct,2026-06-01,9999-12-31,True
859,C01320,Nabil Rachidi,65+,m,Marrakech,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
860,C02160,Zineb Benali,65+,f,Fès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
861,C02975,Rim Idrissi,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
862,C00987,Mohammed Naciri,45-54,m,Nador,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
863,C01851,Sara Chraibi,45-54,f,Fès,Fès-Meknès,Gold,organic,2026-06-01,9999-12-31,True
864,C01474,Yasmine Naciri,65+,f,Rabat,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
865,C02206,Soukaina Naciri,65+,f,Safi,Marrakech-Safi,Gold,email,2026-06-01,9999-12-31,True
866,C00021,Mohammed Senhaji,18-24,m,Casablanca,Casablanca-Settat,Gold,organic,2026-06-01,9999-12-31,True
867,C00426,Aisha El Mansouri,65+,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
868,C02500,Zineb Lahlou,18-24,f,Casablanca,Casablanca-Settat,Gold,email,2026-06-01,9999-12-31,True
